Institution Name,Department,Program Name,College,City Location of Institution (HD2018),State Abbreviation (HD2018),Institution's Internet Website Address (HD2018),Longitude Location of Institution (HD2018),Latitude Location of Institution (HD2018),Institution Size Category (HD2018),Total price for in-state students living on campus 2018-19 (DRVIC2018)
University of California-San Diego,HUMANITIES,"Linguistics, B.A.",Division of Social Sciences ,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,HUMANITIES,"Linguistics (Specialization in Cognition and Language), B.A.",Division of Social Sciences ,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,HUMANITIES,"Linguistics (Specialization in Language and Society), B.A.",Division of Social Sciences ,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Data Science, B.S.",The Jacobs School of Engineering,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics, Applied, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics — Applied Science, B.A.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics — Probability and Statistics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics — Scientific Computation, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics — Secondary Education, B.A.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Mathematics and Economics (joint major), B.A., B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,MATHEMATICS,"Economics and Mathematics (joint major), B.A., B.S. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Biochemistry/Chemistry, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Chemistry, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Molecular Synthesis, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Pharmacological Chemistry, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics, General, B.A.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics, General/Secondary Education, B.A.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics with Specialization in Astrophysics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics with Specialization in Biophysics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics with Specialization in Computational Physics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics with Specialization in Earth Sciences, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Physics with Specialization in Materials Physics, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,Undeclared,Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Earth Sciences, B.S.",Scripps Institution of Oceanography,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,PHYSICAL SCIENCES,"Oceanic and Atmospheric Sciences, B.S.",Scripps Institution of Oceanography,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"History, B.A.",Division of Arts and Humanities,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Environmental Chemistry, B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Mathematics and Economics (joint major), B.S.",Division of Physical Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Anthropology (Archaeology), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Anthropology (Biological Anthropology), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Anthropology (Sociocultural Anthropology), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Biological Anthropology, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Business Psychology, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Cognitive Science, B.A., B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Cognitive Science: Cognitive and Behavioral Neuroscience, B.S. (joint major)",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Critical Gender Studies, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Economics, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Human Developmental Sciences, B.A., B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Anthropology, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Economics, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: History, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: International Business, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Linguistics, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Literature, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Philosophy, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Political Science, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"International Studies: Sociology, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Linguistics, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Linguistics (Specialization in Cognition and Language), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Linguistics (Specialization in Language and Society), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,Linguistics (Specialization in Speech and Language Sciences) B.A.,Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Linguistics: Language Studies (Specialization in Individual Language), B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Management Science, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science, B.A. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: American Politics, B.A. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: Comparative Politics, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: Data Analytics, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: International Relations, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: Political Theory, B.A. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: Public Law, B.A. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Political Science: Public Policy, B.A. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology, B.A., B.S. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Clinical Psychology, B.S. ",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Cognitive Psychology, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Developmental Psychology, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Human Health, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Sensation and Perception, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology with Specialization in Social Psychology, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Psychology: Cognitive and Behavioral Neuroscience, B.S. (joint major)",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Real Estate and Development, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — American Studies, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — Culture and Communication, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — Economy and Society, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — International Studies, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — Law and Society, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — Science and Medicine, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Sociology — Social Inequity, B.A.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,Undeclared/Social Sciences,Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SOCIAL SCIENCES,"Education Sciences, B.S.",Division of Social Sciences,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-San Diego,SPECIAL PROGRAMS,Undeclared/Undecided,,La Jolla,CA,www.ucsd.edu,-117.235866,32.877749,5,32838
University of California-Santa Barbara,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Earth Sciences, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Studies, B.A., B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Hydrologic Sciences and Policy, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art, B.A.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music Composition, B.A.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Dance, B.A., B.F.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","History of Art and Architecture, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music (Performance), B.M.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Theater, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Theater, B.F.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Biology, B.A.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Aquatic Biology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Biochemistry/Molecular Biology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Biological Sciences, B.A., B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Biopsychology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Cell and Developmental Biology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Ecology and Evolution, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Microbiology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Pharmacology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Physiology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Psychological and Brain Sciences, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,BIOLOGICAL AND LIFE SCIENCES,"Zoology, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,COMMUNICATION,"Communication, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Computing, B.S.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Chemical Engineering, B.S.",College of Engineering,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Computer Engineering, B.S.",College of Engineering,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Computer Science, B.S.",College of Engineering,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Electrical Engineering, B.S.",College of Engineering,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,ENGINEERING AND COMPUTER SCIENCE,"Mechanical Engineering, B.S.",College of Engineering,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Writing and Literature, B.A.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Asian Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Chinese, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Classics, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Comparative Literature, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"English, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Film and Media Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"French, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"German, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"History, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"History of Public Policy and Law, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Italian Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Japanese, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Language, Culture, and Society, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Latin American and Iberian Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Linguistics, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Medieval Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Middle East Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Philosophy, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Portuguese, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Religious Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Renaissance Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Russian and East European Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,HUMANITIES,"Spanish, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Mathematics B.A., B.S.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Actuarial Science, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Financial Mathematics and Statistics, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Mathematical Sciences, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Mathematics, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Mathematics, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,MATHEMATICS,"Statistics and Data Science, B.A., B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Chemistry/Biochemistry, B.A., B.S.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Physics, B.A., B.S.",College of Creative Studies,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Biochemistry, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Chemistry, B.A., B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Earth Science, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Earth Science, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Geography, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Geography, Physical, B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,PHYSICAL SCIENCES,"Physics, B.A., B.S.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Anthropology, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Asian American Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Black Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Chicana and Chicano Studies, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Economics, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
University of California-Santa Barbara,SOCIAL SCIENCES,"Economics and Accounting, B.A.",College of Letters and Science,Santa Barbara,CA,www.ucsb.edu,-119.846426,34.416297,5,36659
